policy_event_id,policy_id,customer_id,product_id,event_date,event_timestamp,event_type,event_reason,previous_policy_status,new_policy_status,previous_annual_premium,new_annual_premium,premium_change_pct,source_system
PEV_0000000064,POL_000000056,CUST_00000036,PROD_HEALTH_BASIC,2023-08-20,2023-08-20T11:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,644.56,,core_policy
PEV_0000000065,POL_000000057,CUST_00000037,PROD_HOME_PREMIUM,2021-07-17,2021-07-17T14:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,929.9,,core_policy
PEV_0000000066,POL_000000058,CUST_00000038,PROD_HEALTH_STANDARD,2024-06-29,2024-06-29T08:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,912.37,,core_policy
PEV_0000000067,POL_000000059,CUST_00000039,PROD_LIFE_PREMIUM,2022-05-05,2022-05-05T19:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,976.83,,core_policy
PEV_0000000068,POL_000000060,CUST_00000039,PROD_HEALTH_PREMIUM,2025-11-27,2025-11-27T14:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,1658.04,,core_policy
PEV_0000000069,POL_000000061,CUST_00000040,PROD_AUTO_BASIC,2024-03-18,2024-03-18T19:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,503.52,,core_policy
PEV_0000000070,POL_000000062,CUST_00000040,PROD_HEALTH_BASIC,2024-08-21,2024-08-21T19:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,681.98,,core_policy
PEV_0000000071,POL_000000063,CUST_00000040,PROD_PET_STANDARD,2024-10-15,2024-10-15T10:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,354.65,,core_policy
PEV_0000000072,POL_000000064,CUST_00000040,PROD_AUTO_PREMIUM,2024-03-18,2024-03-18T19:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,1011.38,,core_policy
PEV_0000000073,POL_000000065,CUST_00000041,PROD_HOME_PREMIUM,2025-11-05,2025-11-05T16:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,735.99,,core_policy
PEV_0000000074,POL_000000066,CUST_00000042,PROD_HEALTH_BASIC,2020-10-25,2020-10-25T13:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,791.13,,core_policy
PEV_0000000075,POL_000000067,CUST_00000042,PROD_AUTO_BASIC,2021-12-06,2021-12-06T16:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,498.03,,core_policy
PEV_0000000076,POL_000000067,CUST_00000042,PROD_AUTO_BASIC,2023-11-21,2023-11-21T15:00:00+00:00,CANCELLATION,CUSTOMER_REQUEST,ACTIVE,CANCELLED,498.03,498.03,0,core_policy
PEV_0000000077,POL_000000068,CUST_00000042,PROD_ACCIDENT_STANDARD,2025-07-17,2025-07-17T11:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,247.43,,core_policy
PEV_0000000078,POL_000000069,CUST_00000043,PROD_LIFE_PREMIUM,2024-04-27,2024-04-27T11:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,835.34,,core_policy
PEV_0000000079,POL_000000070,CUST_00000043,PROD_HEALTH_BASIC,2023-10-14,2023-10-14T19:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,619.21,,core_policy
PEV_0000000080,POL_000000071,CUST_00000043,PROD_HOME_STANDARD,2023-10-14,2023-10-14T11:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,487.29,,core_policy
PEV_0000000081,POL_000000072,CUST_00000044,PROD_LIFE_STANDARD,2024-11-21,2024-11-21T12:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,416.29,,core_policy
PEV_0000000082,POL_000000072,CUST_00000044,PROD_LIFE_STANDARD,2025-05-05,2025-05-05T13:00:00+00:00,CANCELLATION,CUSTOMER_REQUEST,ACTIVE,CANCELLED,416.29,416.29,0,core_policy
PEV_0000000083,POL_000000073,CUST_00000044,PROD_LIFE_PREMIUM,2021-01-25,2021-01-25T19:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,978.09,,core_policy
PEV_0000000084,POL_000000074,CUST_00000045,PROD_HEALTH_PREMIUM,2021-07-27,2021-07-27T08:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,1439.32,,core_policy
PEV_0000000085,POL_000000074,CUST_00000045,PROD_HEALTH_PREMIUM,2024-04-07,2024-04-07T16:00:00+00:00,CANCELLATION,CUSTOMER_REQUEST,ACTIVE,CANCELLED,1439.32,1439.32,0,core_policy
PEV_0000000086,POL_000000075,CUST_00000046,PROD_TRAVEL_STANDARD,2025-09-29,2025-09-29T11:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,162.61,,core_policy
PEV_0000000087,POL_000000076,CUST_00000046,PROD_AUTO_BASIC,2025-09-29,2025-09-29T15:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,580.63,,core_policy
PEV_0000000088,POL_000000077,CUST_00000047,PROD_HEALTH_STANDARD,2021-07-11,2021-07-11T19:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,1103.99,,core_policy
PEV_0000000089,POL_000000078,CUST_00000048,PROD_AUTO_STANDARD,2025-12-28,2025-12-28T12:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,755.91,,core_policy
PEV_0000000090,POL_000000079,CUST_00000048,PROD_AUTO_PREMIUM,2025-12-28,2025-12-28T11:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,1199.99,,core_policy
PEV_0000000091,POL_000000080,CUST_00000048,PROD_HEALTH_BASIC,2025-12-28,2025-12-28T13:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,721.13,,core_policy
PEV_0000000092,POL_000000081,CUST_00000049,PROD_PET_STANDARD,2022-04-27,2022-04-27T09:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,333.04,,core_policy
PEV_0000000093,POL_000000082,CUST_00000049,PROD_HOME_STANDARD,2022-04-27,2022-04-27T13:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,505.21,,core_policy
PEV_0000000094,POL_000000083,CUST_00000049,PROD_HEALTH_PREMIUM,2025-08-10,2025-08-10T17:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,1560.2,,core_policy
PEV_0000000095,POL_000000084,CUST_00000050,PROD_HOME_BASIC,2025-12-06,2025-12-06T17:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,295.7,,core_policy
PEV_0000000096,POL_000000085,CUST_00000050,PROD_HOME_STANDARD,2024-05-26,2024-05-26T09:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,580.43,,core_policy
PEV_0000000097,POL_000000086,CUST_00000051,PROD_TRAVEL_STANDARD,2024-10-06,2024-10-06T12:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,159.13,,core_policy
PEV_0000000098,POL_000000087,CUST_00000052,PROD_HOME_STANDARD,2024-11-20,2024-11-20T18:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,410.91,,core_policy
PEV_0000000099,POL_000000088,CUST_00000052,PROD_HOME_BASIC,2024-08-09,2024-08-09T17:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,328.14,,core_policy
PEV_0000000100,POL_000000089,CUST_00000053,PROD_AUTO_BASIC,2023-06-24,2023-06-24T19:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,611.16,,core_policy
PEV_0000000101,POL_000000090,CUST_00000053,PROD_HEALTH_STANDARD,2024-05-16,2024-05-16T14:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,993.35,,core_policy
PEV_0000000102,POL_000000091,CUST_00000054,PROD_HEALTH_STANDARD,2021-08-04,2021-08-04T08:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,1126.69,,core_policy
PEV_0000000103,POL_000000092,CUST_00000055,PROD_LIFE_STANDARD,2024-01-13,2024-01-13T08:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,407.26,,core_policy
PEV_0000000104,POL_000000092,CUST_00000055,PROD_LIFE_STANDARD,2024-08-08,2024-08-08T10:00:00+00:00,CANCELLATION,CUSTOMER_REQUEST,ACTIVE,CANCELLED,407.26,407.26,0,core_policy
PEV_0000000105,POL_000000093,CUST_00000056,PROD_ACCIDENT_STANDARD,2024-05-27,2024-05-27T10:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,207.04,,core_policy
PEV_0000000106,POL_000000094,CUST_00000057,PROD_AUTO_STANDARD,2022-06-21,2022-06-21T17:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,710.08,,core_policy
PEV_0000000107,POL_000000095,CUST_00000058,PROD_LIFE_PREMIUM,2024-03-21,2024-03-21T17:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,937.82,,core_policy
PEV_0000000108,POL_000000096,CUST_00000059,PROD_HEALTH_STANDARD,2025-07-14,2025-07-14T14:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,976.99,,core_policy
PEV_0000000109,POL_000000096,CUST_00000059,PROD_HEALTH_STANDARD,2025-12-09,2025-12-09T17:00:00+00:00,CANCELLATION,CUSTOMER_REQUEST,ACTIVE,CANCELLED,976.99,976.99,0,core_policy
PEV_0000000110,POL_000000097,CUST_00000059,PROD_HOME_PREMIUM,2023-10-17,2023-10-17T18:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,813.93,,core_policy
PEV_0000000111,POL_000000098,CUST_00000060,PROD_AUTO_STANDARD,2022-09-18,2022-09-18T12:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,1062.39,,core_policy
PEV_0000000112,POL_000000099,CUST_00000060,PROD_HOME_BASIC,2021-11-14,2021-11-14T11:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,348.99,,core_policy
PEV_0000000113,POL_000000100,CUST_00000060,PROD_LIFE_BASIC,2025-05-12,2025-05-12T14:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,278.1,,core_policy
PEV_0000000114,POL_000000101,CUST_00000060,PROD_HEALTH_PREMIUM,2022-11-19,2022-11-19T10:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,1476.02,,core_policy
PEV_0000000115,POL_000000102,CUST_00000061,PROD_LIFE_STANDARD,2023-07-30,2023-07-30T15:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,425.26,,core_policy
PEV_0000000116,POL_000000103,CUST_00000062,PROD_PET_STANDARD,2023-08-18,2023-08-18T09:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,353.92,,core_policy
PEV_0000000117,POL_000000104,CUST_00000063,PROD_TRAVEL_STANDARD,2022-06-23,2022-06-23T16:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,151.79,,core_policy
PEV_0000000118,POL_000000104,CUST_00000063,PROD_TRAVEL_STANDARD,2024-04-21,2024-04-21T12:00:00+00:00,CANCELLATION,CUSTOMER_REQUEST,ACTIVE,CANCELLED,151.79,151.79,0,core_policy
PEV_0000000119,POL_000000105,CUST_00000064,PROD_TRAVEL_STANDARD,2025-05-31,2025-05-31T10:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,144.26,,core_policy
PEV_0000000120,POL_000000106,CUST_00000065,PROD_HEALTH_PREMIUM,2025-10-31,2025-10-31T15:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,1824.77,,core_policy
PEV_0000000121,POL_000000107,CUST_00000066,PROD_AUTO_STANDARD,2024-04-06,2024-04-06T18:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,690.89,,core_policy
PEV_0000000122,POL_000000108,CUST_00000067,PROD_TRAVEL_STANDARD,2024-09-03,2024-09-03T08:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,167.57,,core_policy
PEV_0000000123,POL_000000109,CUST_00000068,PROD_LIFE_STANDARD,2024-08-04,2024-08-04T18:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,438.89,,core_policy
PEV_0000000124,POL_000000109,CUST_00000068,PROD_LIFE_STANDARD,2024-12-20,2024-12-20T14:00:00+00:00,CANCELLATION,CUSTOMER_REQUEST,ACTIVE,CANCELLED,438.89,438.89,0,core_policy
PEV_0000000125,POL_000000110,CUST_00000069,PROD_AUTO_PREMIUM,2021-05-01,2021-05-01T15:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,1018.84,,core_policy
PEV_0000000126,POL_000000111,CUST_00000070,PROD_LIFE_BASIC,2025-04-18,2025-04-18T09:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,225.17,,core_policy
PEV_0000000127,POL_000000112,CUST_00000070,PROD_LIFE_PREMIUM,2025-04-18,2025-04-18T18:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,856.27,,core_policy
PEV_0000000128,POL_000000113,CUST_00000071,PROD_LIFE_BASIC,2024-05-24,2024-05-24T08:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,231.09,,core_policy
PEV_0000000129,POL_000000114,CUST_00000072,PROD_AUTO_STANDARD,2025-11-01,2025-11-01T15:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,773.43,,core_policy
PEV_0000000130,POL_000000115,CUST_00000072,PROD_HEALTH_BASIC,2025-11-01,2025-11-01T13:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,752.45,,core_policy
PEV_0000000131,POL_000000116,CUST_00000073,PROD_HOME_BASIC,2024-10-10,2024-10-10T18:00:00+00:00,SUBSCRIPTION,NEW_BUSINESS,,ACTIVE,,339.38,,core_policy
