quote_id,customer_id,product_id,channel_id,agent_id,quote_date,quoted_annual_premium,competitor_price_index,quote_status,converted_policy_id
QUO_0000000025,CUST_00000039,PROD_HOME_STANDARD,CH_EMAIL,,2021-07-19,528.92,1.0999,EXPIRED,
QUO_0000000026,CUST_00000040,PROD_HOME_STANDARD,CH_MOBILE,,2024-10-31,553.3,0.8278,ACCEPTED,
QUO_0000000027,CUST_00000041,PROD_HOME_BASIC,CH_EMAIL,,2026-01-01,267.35,1.2156,DECLINED,
QUO_0000000028,CUST_00000042,PROD_AUTO_STANDARD,CH_MOBILE,,2022-08-14,808.49,0.9852,DECLINED,
QUO_0000000029,CUST_00000044,PROD_LIFE_PREMIUM,CH_EMAIL,,2021-10-16,939.19,0.9865,SENT,
QUO_0000000030,CUST_00000047,PROD_ACCIDENT_STANDARD,CH_MOBILE,,2021-11-03,203.69,0.9396,SENT,
QUO_0000000031,CUST_00000048,PROD_LIFE_STANDARD,CH_MOBILE,,2026-06-27,406.68,1.0,ACCEPTED,
QUO_0000000032,CUST_00000050,PROD_HOME_PREMIUM,CH_EMAIL,,2026-04-25,666.43,0.9032,ACCEPTED,
QUO_0000000033,CUST_00000051,PROD_HOME_BASIC,CH_EMAIL,,2021-11-26,308.47,1.2923,ACCEPTED,
QUO_0000000034,CUST_00000053,PROD_LIFE_BASIC,CH_EMAIL,,2023-12-21,210.3,1.0386,EXPIRED,
QUO_0000000035,CUST_00000055,PROD_AUTO_BASIC,CH_EMAIL,,2023-10-27,585.15,1.0562,DECLINED,
QUO_0000000036,CUST_00000056,PROD_AUTO_STANDARD,CH_EMAIL,,2025-04-26,745.7,1.0064,EXPIRED,
QUO_0000000037,CUST_00000060,PROD_LIFE_STANDARD,CH_EMAIL,,2021-07-31,419.4,1.1336,DECLINED,
QUO_0000000038,CUST_00000061,PROD_PET_STANDARD,CH_BRANCH,AGT_00147,2025-03-21,314.59,0.9303,SENT,
QUO_0000000039,CUST_00000062,PROD_PET_STANDARD,CH_CALL_CENTER,AGT_00085,2025-08-28,371.37,1.0434,SENT,
QUO_0000000040,CUST_00000064,PROD_HOME_BASIC,CH_EMAIL,,2025-06-18,343.22,0.9441,EXPIRED,
QUO_0000000041,CUST_00000065,PROD_HOME_PREMIUM,CH_MOBILE,,2025-01-25,690.55,1.0044,ACCEPTED,
QUO_0000000042,CUST_00000067,PROD_TRAVEL_STANDARD,CH_EMAIL,,2026-06-22,171.02,0.8732,DECLINED,
QUO_0000000043,CUST_00000070,PROD_AUTO_BASIC,CH_EMAIL,,2026-05-08,606.45,0.9908,ACCEPTED,
QUO_0000000044,CUST_00000071,PROD_TRAVEL_STANDARD,CH_MOBILE,,2023-08-01,155.33,1.0027,DECLINED,
QUO_0000000045,CUST_00000072,PROD_HEALTH_BASIC,CH_MOBILE,,2026-03-13,674.5,1.1337,ACCEPTED,
QUO_0000000046,CUST_00000073,PROD_LIFE_PREMIUM,CH_EMAIL,,2026-01-15,812.02,1.0121,DECLINED,
QUO_0000000047,CUST_00000076,PROD_AUTO_BASIC,CH_MOBILE,,2021-10-15,590.01,0.9071,DECLINED,
QUO_0000000048,CUST_00000077,PROD_ACCIDENT_STANDARD,CH_MOBILE,,2025-02-16,251.66,1.0854,ACCEPTED,
QUO_0000000049,CUST_00000078,PROD_HEALTH_BASIC,CH_EMAIL,,2021-10-13,790.31,0.7807,DECLINED,
QUO_0000000050,CUST_00000079,PROD_HEALTH_BASIC,CH_MOBILE,,2026-02-26,687.15,1.0547,DECLINED,
QUO_0000000051,CUST_00000080,PROD_ACCIDENT_STANDARD,CH_EMAIL,,2024-04-14,248.45,1.0802,SENT,
QUO_0000000052,CUST_00000081,PROD_AUTO_PREMIUM,CH_EMAIL,,2025-04-03,1228.71,1.0321,DECLINED,
QUO_0000000053,CUST_00000082,PROD_PET_STANDARD,CH_MOBILE,,2024-05-09,342.3,0.8888,SENT,
QUO_0000000054,CUST_00000083,PROD_LIFE_STANDARD,CH_MOBILE,,2025-12-06,451.78,0.9865,SENT,
QUO_0000000055,CUST_00000084,PROD_AUTO_BASIC,CH_EMAIL,,2022-06-12,582.4,0.8966,DECLINED,
QUO_0000000056,CUST_00000085,PROD_ACCIDENT_STANDARD,CH_EMAIL,,2024-09-27,243.16,0.8044,SENT,
QUO_0000000057,CUST_00000086,PROD_TRAVEL_STANDARD,CH_MOBILE,,2023-04-28,153.34,0.8979,ACCEPTED,
QUO_0000000058,CUST_00000089,PROD_HOME_BASIC,CH_MOBILE,,2023-10-08,357.01,0.9254,SENT,
QUO_0000000059,CUST_00000092,PROD_LIFE_STANDARD,CH_EMAIL,,2025-03-14,366.19,1.0034,EXPIRED,
QUO_0000000060,CUST_00000093,PROD_HOME_BASIC,CH_MOBILE,,2021-08-08,336.31,1.1786,SENT,
QUO_0000000061,CUST_00000094,PROD_LIFE_STANDARD,CH_MOBILE,,2026-02-14,459.35,1.1108,DECLINED,
QUO_0000000062,CUST_00000095,PROD_HOME_STANDARD,CH_EMAIL,,2024-01-27,442.34,1.0524,DECLINED,
QUO_0000000063,CUST_00000097,PROD_HOME_STANDARD,CH_EMAIL,,2026-01-25,442.15,0.9603,EXPIRED,
QUO_0000000064,CUST_00000098,PROD_LIFE_PREMIUM,CH_MOBILE,,2020-09-10,818.05,0.9559,EXPIRED,
QUO_0000000065,CUST_00000099,PROD_LIFE_PREMIUM,CH_MOBILE,,2025-10-18,905.22,1.0098,ACCEPTED,
QUO_0000000066,CUST_00000102,PROD_PET_STANDARD,CH_MOBILE,,2026-04-24,369.95,0.975,EXPIRED,
QUO_0000000067,CUST_00000103,PROD_ACCIDENT_STANDARD,CH_EMAIL,,2024-11-14,239.93,1.0113,SENT,
QUO_0000000068,CUST_00000104,PROD_AUTO_PREMIUM,CH_EMAIL,,2023-05-31,1030.41,1.0688,EXPIRED,
QUO_0000000069,CUST_00000106,PROD_TRAVEL_STANDARD,CH_EMAIL,,2025-02-22,150.23,1.0654,SENT,
QUO_0000000070,CUST_00000109,PROD_LIFE_STANDARD,CH_MOBILE,,2024-01-24,442.81,0.9255,ACCEPTED,
QUO_0000000071,CUST_00000110,PROD_HOME_BASIC,CH_MOBILE,,2023-08-29,273.33,0.8819,SENT,
QUO_0000000072,CUST_00000111,PROD_HOME_PREMIUM,CH_EMAIL,,2025-01-04,888.48,1.0321,DECLINED,
QUO_0000000073,CUST_00000113,PROD_HOME_BASIC,CH_MOBILE,,2025-08-31,286.28,1.0791,DECLINED,
QUO_0000000074,CUST_00000116,PROD_HEALTH_STANDARD,CH_EMAIL,,2026-02-12,1027.52,1.0934,ACCEPTED,
QUO_0000000075,CUST_00000119,PROD_LIFE_PREMIUM,CH_EMAIL,,2025-08-03,805.77,1.1016,SENT,
QUO_0000000076,CUST_00000121,PROD_PET_STANDARD,CH_EMAIL,,2023-05-16,309.21,1.1079,EXPIRED,
QUO_0000000077,CUST_00000123,PROD_PET_STANDARD,CH_EMAIL,,2025-07-03,361.91,0.8299,SENT,
QUO_0000000078,CUST_00000124,PROD_LIFE_PREMIUM,CH_MOBILE,,2025-05-14,760.61,1.0742,SENT,
QUO_0000000079,CUST_00000126,PROD_LIFE_PREMIUM,CH_EMAIL,,2026-05-05,735.74,0.8656,DECLINED,
QUO_0000000080,CUST_00000127,PROD_AUTO_BASIC,CH_EMAIL,,2025-08-19,573.39,1.0224,DECLINED,
QUO_0000000081,CUST_00000128,PROD_PET_STANDARD,CH_MOBILE,,2023-12-05,373.01,0.8998,SENT,
QUO_0000000082,CUST_00000133,PROD_HOME_STANDARD,CH_EMAIL,,2025-08-25,468.54,1.0892,SENT,
QUO_0000000083,CUST_00000136,PROD_HEALTH_STANDARD,CH_EMAIL,,2024-04-18,1115.85,1.0946,EXPIRED,
QUO_0000000084,CUST_00000137,PROD_HOME_BASIC,CH_EMAIL,,2026-05-01,307.07,0.9886,SENT,
QUO_0000000085,CUST_00000138,PROD_HOME_STANDARD,CH_EMAIL,,2025-10-13,531.11,0.7555,DECLINED,
QUO_0000000086,CUST_00000139,PROD_HEALTH_PREMIUM,CH_MOBILE,,2026-02-11,1334.02,0.9511,DECLINED,
QUO_0000000087,CUST_00000142,PROD_LIFE_BASIC,CH_MOBILE,,2022-05-20,249.12,1.1088,DECLINED,
QUO_0000000088,CUST_00000144,PROD_TRAVEL_STANDARD,CH_MOBILE,,2023-05-06,163.49,0.9104,ACCEPTED,
QUO_0000000089,CUST_00000145,PROD_HEALTH_PREMIUM,CH_MOBILE,,2025-06-06,1332.58,0.8864,DECLINED,
QUO_0000000090,CUST_00000152,PROD_LIFE_BASIC,CH_MOBILE,,2024-07-16,242.62,0.9626,ACCEPTED,
QUO_0000000091,CUST_00000155,PROD_HOME_STANDARD,CH_EMAIL,,2020-10-22,467.71,1.0072,ACCEPTED,
QUO_0000000092,CUST_00000156,PROD_AUTO_PREMIUM,CH_EMAIL,,2026-03-02,1003.13,0.8186,DECLINED,
QUO_0000000093,CUST_00000157,PROD_TRAVEL_STANDARD,CH_MOBILE,,2026-03-07,162.46,0.9605,ACCEPTED,
QUO_0000000094,CUST_00000158,PROD_HOME_PREMIUM,CH_EMAIL,,2021-01-16,788.03,0.8969,EXPIRED,
QUO_0000000095,CUST_00000162,PROD_PET_STANDARD,CH_MOBILE,,2022-09-08,324.57,1.0001,SENT,
QUO_0000000096,CUST_00000165,PROD_AUTO_BASIC,CH_EMAIL,,2024-10-12,562.77,0.7918,ACCEPTED,
QUO_0000000097,CUST_00000166,PROD_TRAVEL_STANDARD,CH_EMAIL,,2024-12-17,151.7,0.9626,SENT,
QUO_0000000098,CUST_00000169,PROD_HOME_STANDARD,CH_MOBILE,,2025-02-01,471.69,1.2474,SENT,
QUO_0000000099,CUST_00000172,PROD_HOME_PREMIUM,CH_EMAIL,,2024-01-30,777.35,0.7139,SENT,
QUO_0000000100,CUST_00000176,PROD_HEALTH_STANDARD,CH_EMAIL,,2025-04-25,1022.41,1.3249,DECLINED,
QUO_0000000101,CUST_00000177,PROD_LIFE_BASIC,CH_MOBILE,,2025-08-02,234.86,0.9972,ACCEPTED,
QUO_0000000102,CUST_00000178,PROD_AUTO_BASIC,CH_MOBILE,,2021-08-26,611.78,1.2224,DECLINED,
QUO_0000000103,CUST_00000179,PROD_PET_STANDARD,CH_EMAIL,,2023-11-14,387.84,0.9024,SENT,
QUO_0000000104,CUST_00000180,PROD_ACCIDENT_STANDARD,CH_MOBILE,,2022-10-31,249.53,0.9799,DECLINED,
QUO_0000000105,CUST_00000182,PROD_AUTO_PREMIUM,CH_EMAIL,,2026-01-19,1315.31,0.9325,DECLINED,
QUO_0000000106,CUST_00000183,PROD_PET_STANDARD,CH_EMAIL,,2026-03-20,298.47,1.0606,SENT,
QUO_0000000107,CUST_00000186,PROD_TRAVEL_STANDARD,CH_BROKER,,2025-08-22,158.64,1.116,DECLINED,
QUO_0000000108,CUST_00000187,PROD_HOME_PREMIUM,CH_MOBILE,,2025-12-07,890.95,0.9108,DECLINED,
QUO_0000000109,CUST_00000191,PROD_HOME_PREMIUM,CH_EMAIL,,2026-05-08,806.37,1.0261,DECLINED,
QUO_0000000110,CUST_00000192,PROD_ACCIDENT_STANDARD,CH_EMAIL,,2021-10-18,237.54,1.0201,DECLINED,
QUO_0000000111,CUST_00000193,PROD_LIFE_STANDARD,CH_EMAIL,,2021-08-28,389.26,1.1348,SENT,
QUO_0000000112,CUST_00000194,PROD_HEALTH_BASIC,CH_MOBILE,,2024-01-22,732.26,0.8478,SENT,
QUO_0000000113,CUST_00000195,PROD_LIFE_BASIC,CH_MOBILE,,2025-09-24,257.64,1.1483,ACCEPTED,
QUO_0000000114,CUST_00000202,PROD_PET_STANDARD,CH_EMAIL,,2025-04-26,383.43,0.9987,ACCEPTED,
QUO_0000000115,CUST_00000203,PROD_PET_STANDARD,CH_EMAIL,,2022-05-03,373.48,1.0633,DECLINED,
QUO_0000000116,CUST_00000206,PROD_HEALTH_STANDARD,CH_WEB,,2023-12-04,946.9,0.9758,DECLINED,
QUO_0000000117,CUST_00000210,PROD_AUTO_STANDARD,CH_EMAIL,,2023-09-05,885.98,0.8587,ACCEPTED,
QUO_0000000118,CUST_00000211,PROD_AUTO_STANDARD,CH_EMAIL,,2024-11-23,697.49,1.0409,EXPIRED,
QUO_0000000119,CUST_00000212,PROD_LIFE_STANDARD,CH_MOBILE,,2025-12-11,413.26,1.0272,DECLINED,
QUO_0000000120,CUST_00000213,PROD_HOME_BASIC,CH_EMAIL,,2026-04-05,347.13,1.0873,SENT,
QUO_0000000121,CUST_00000214,PROD_HEALTH_STANDARD,CH_MOBILE,,2026-03-24,1076.76,1.0915,DECLINED,
QUO_0000000122,CUST_00000216,PROD_LIFE_PREMIUM,CH_EMAIL,,2021-11-23,908.8,0.8872,DECLINED,
QUO_0000000123,CUST_00000217,PROD_AUTO_BASIC,CH_MOBILE,,2024-05-24,487.84,0.8147,SENT,
QUO_0000000124,CUST_00000218,PROD_HOME_STANDARD,CH_EMAIL,,2021-03-06,504.08,0.9494,SENT,
QUO_0000000125,CUST_00000219,PROD_PET_STANDARD,CH_EMAIL,,2024-07-01,366.29,0.9446,ACCEPTED,
QUO_0000000126,CUST_00000220,PROD_TRAVEL_STANDARD,CH_EMAIL,,2025-01-20,153.62,0.7311,DECLINED,
QUO_0000000127,CUST_00000221,PROD_HOME_BASIC,CH_EMAIL,,2026-03-30,297.42,0.991,SENT,
QUO_0000000128,CUST_00000222,PROD_TRAVEL_STANDARD,CH_MOBILE,,2024-12-25,134.32,0.9467,SENT,
QUO_0000000129,CUST_00000223,PROD_ACCIDENT_STANDARD,CH_EMAIL,,2025-04-26,262.21,1.0754,DECLINED,
QUO_0000000130,CUST_00000224,PROD_HEALTH_BASIC,CH_MOBILE,,2024-10-15,633.2,0.9393,EXPIRED,
QUO_0000000131,CUST_00000228,PROD_TRAVEL_STANDARD,CH_EMAIL,,2024-10-09,159.67,1.0266,SENT,
QUO_0000000132,CUST_00000231,PROD_HOME_PREMIUM,CH_EMAIL,,2025-01-21,703.17,0.9678,DECLINED,
QUO_0000000133,CUST_00000232,PROD_HEALTH_BASIC,CH_EMAIL,,2026-04-02,710.94,0.802,DECLINED,
QUO_0000000134,CUST_00000234,PROD_AUTO_STANDARD,CH_MOBILE,,2023-09-05,703.95,0.7724,SENT,
QUO_0000000135,CUST_00000235,PROD_HOME_PREMIUM,CH_EMAIL,,2025-05-02,737.8,0.971,SENT,
QUO_0000000136,CUST_00000236,PROD_AUTO_STANDARD,CH_MOBILE,,2026-06-02,738.1,0.9187,EXPIRED,
QUO_0000000137,CUST_00000237,PROD_LIFE_BASIC,CH_MOBILE,,2024-02-14,250.44,1.0534,DECLINED,
QUO_0000000138,CUST_00000238,PROD_LIFE_STANDARD,CH_MOBILE,,2024-02-09,411.01,0.9263,DECLINED,
QUO_0000000139,CUST_00000239,PROD_LIFE_STANDARD,CH_EMAIL,,2023-08-17,398.74,0.758,DECLINED,
QUO_0000000140,CUST_00000242,PROD_HOME_STANDARD,CH_MOBILE,,2025-11-10,541.6,0.8747,DECLINED,
QUO_0000000141,CUST_00000243,PROD_HEALTH_STANDARD,CH_EMAIL,,2024-09-28,872.77,0.835,ACCEPTED,
QUO_0000000142,CUST_00000244,PROD_HOME_PREMIUM,CH_EMAIL,,2025-06-23,676.11,0.9172,DECLINED,
QUO_0000000143,CUST_00000245,PROD_ACCIDENT_STANDARD,CH_MOBILE,,2024-02-17,238.02,1.0726,DECLINED,
QUO_0000000144,CUST_00000246,PROD_AUTO_BASIC,CH_MOBILE,,2023-10-13,488.81,1.2383,SENT,
QUO_0000000145,CUST_00000247,PROD_ACCIDENT_STANDARD,CH_BRANCH,AGT_00154,2024-07-19,232.72,0.9286,DECLINED,
QUO_0000000146,CUST_00000249,PROD_AUTO_BASIC,CH_MOBILE,,2024-05-15,552.75,1.0777,SENT,
QUO_0000000147,CUST_00000250,PROD_LIFE_BASIC,CH_MOBILE,,2024-07-02,278.64,0.7919,DECLINED,
QUO_0000000148,CUST_00000251,PROD_LIFE_STANDARD,CH_EMAIL,,2026-03-30,465.8,0.9609,EXPIRED,
QUO_0000000149,CUST_00000252,PROD_LIFE_BASIC,CH_EMAIL,,2025-06-24,264.24,0.8692,DECLINED,
QUO_0000000150,CUST_00000253,PROD_HEALTH_BASIC,CH_EMAIL,,2025-04-22,764.08,1.0282,ACCEPTED,
QUO_0000000151,CUST_00000255,PROD_HEALTH_STANDARD,CH_EMAIL,,2026-04-26,1011.63,1.0507,EXPIRED,
QUO_0000000152,CUST_00000256,PROD_HEALTH_BASIC,CH_MOBILE,,2024-01-13,674.53,0.934,DECLINED,
QUO_0000000153,CUST_00000259,PROD_LIFE_PREMIUM,CH_MOBILE,,2025-12-11,930.21,0.8656,SENT,
QUO_0000000154,CUST_00000260,PROD_LIFE_PREMIUM,CH_EMAIL,,2026-06-27,876.73,0.6854,DECLINED,
QUO_0000000155,CUST_00000262,PROD_ACCIDENT_STANDARD,CH_EMAIL,,2024-08-15,212.76,0.849,ACCEPTED,
QUO_0000000156,CUST_00000263,PROD_HOME_BASIC,CH_EMAIL,,2025-06-29,293.39,1.0988,SENT,
QUO_0000000157,CUST_00000264,PROD_AUTO_STANDARD,CH_EMAIL,,2024-10-02,707.47,0.8824,EXPIRED,
QUO_0000000158,CUST_00000266,PROD_HEALTH_PREMIUM,CH_MOBILE,,2026-03-10,1708.43,1.0551,DECLINED,
QUO_0000000159,CUST_00000267,PROD_LIFE_BASIC,CH_EMAIL,,2025-07-24,232.57,1.2175,SENT,
QUO_0000000160,CUST_00000268,PROD_HEALTH_BASIC,CH_MOBILE,,2022-01-08,798.68,0.9226,SENT,
QUO_0000000161,CUST_00000271,PROD_HEALTH_BASIC,CH_EMAIL,,2025-07-26,774.83,0.879,SENT,
QUO_0000000162,CUST_00000275,PROD_HOME_PREMIUM,CH_EMAIL,,2025-08-23,726.33,1.0849,SENT,
QUO_0000000163,CUST_00000276,PROD_HEALTH_STANDARD,CH_EMAIL,,2025-09-22,1015.55,0.8053,DECLINED,
QUO_0000000164,CUST_00000277,PROD_AUTO_PREMIUM,CH_EMAIL,,2025-05-26,1275.93,0.8993,ACCEPTED,
QUO_0000000165,CUST_00000279,PROD_LIFE_STANDARD,CH_EMAIL,,2024-05-16,443.82,0.7708,DECLINED,
QUO_0000000166,CUST_00000280,PROD_HEALTH_BASIC,CH_MOBILE,,2025-10-15,732.58,0.82,SENT,
QUO_0000000167,CUST_00000281,PROD_LIFE_BASIC,CH_EMAIL,,2025-07-25,266.39,0.9738,DECLINED,
QUO_0000000168,CUST_00000282,PROD_HOME_PREMIUM,CH_BRANCH,AGT_00128,2022-10-08,670.15,1.1937,ACCEPTED,
QUO_0000000169,CUST_00000283,PROD_HEALTH_BASIC,CH_MOBILE,,2023-08-08,770.76,1.0081,SENT,
QUO_0000000170,CUST_00000284,PROD_LIFE_STANDARD,CH_EMAIL,,2024-12-19,460.38,1.0269,ACCEPTED,
QUO_0000000171,CUST_00000285,PROD_HOME_STANDARD,CH_MOBILE,,2026-03-12,530.64,0.9828,SENT,
QUO_0000000172,CUST_00000287,PROD_PET_STANDARD,CH_MOBILE,,2025-01-31,357.88,1.0934,EXPIRED,
QUO_0000000173,CUST_00000288,PROD_AUTO_STANDARD,CH_EMAIL,,2023-02-04,879.87,0.8507,SENT,
QUO_0000000174,CUST_00000291,PROD_AUTO_BASIC,CH_EMAIL,,2026-05-10,485.25,0.9145,EXPIRED,
QUO_0000000175,CUST_00000292,PROD_AUTO_STANDARD,CH_MOBILE,,2026-06-26,896.18,1.0429,DECLINED,
QUO_0000000176,CUST_00000293,PROD_AUTO_PREMIUM,CH_MOBILE,,2023-06-23,1193.02,0.8765,SENT,
QUO_0000000177,CUST_00000294,PROD_AUTO_STANDARD,CH_EMAIL,,2024-12-29,762.98,0.9156,DECLINED,
QUO_0000000178,CUST_00000295,PROD_HEALTH_STANDARD,CH_MOBILE,,2026-02-19,923.07,0.9627,EXPIRED,
QUO_0000000179,CUST_00000296,PROD_HOME_BASIC,CH_EMAIL,,2023-01-11,332.04,0.7573,EXPIRED,
QUO_0000000180,CUST_00000298,PROD_HOME_STANDARD,CH_MOBILE,,2024-08-16,508.89,0.896,EXPIRED,
QUO_0000000181,CUST_00000299,PROD_AUTO_BASIC,CH_EMAIL,,2023-08-23,536.47,0.8873,SENT,
QUO_0000000182,CUST_00000301,PROD_PET_STANDARD,CH_EMAIL,,2024-04-28,342.85,0.9073,ACCEPTED,
QUO_0000000183,CUST_00000303,PROD_HOME_PREMIUM,CH_EMAIL,,2026-03-29,882.46,0.9694,DECLINED,
QUO_0000000184,CUST_00000305,PROD_TRAVEL_STANDARD,CH_EMAIL,,2025-09-10,156.82,0.8776,DECLINED,
QUO_0000000185,CUST_00000306,PROD_LIFE_STANDARD,CH_BRANCH,AGT_00163,2025-02-24,439.36,1.0734,DECLINED,
QUO_0000000186,CUST_00000307,PROD_HOME_STANDARD,CH_MOBILE,,2025-04-01,526.19,0.9728,SENT,
QUO_0000000187,CUST_00000308,PROD_PET_STANDARD,CH_EMAIL,,2024-06-06,324.24,0.8839,DECLINED,
QUO_0000000188,CUST_00000309,PROD_AUTO_PREMIUM,CH_MOBILE,,2022-01-01,1124.54,0.9514,DECLINED,
QUO_0000000189,CUST_00000311,PROD_HEALTH_BASIC,CH_EMAIL,,2025-11-06,704.49,0.9649,ACCEPTED,
QUO_0000000190,CUST_00000312,PROD_AUTO_PREMIUM,CH_WEB,,2023-07-21,1052.97,1.0812,SENT,
QUO_0000000191,CUST_00000314,PROD_HOME_BASIC,CH_CALL_CENTER,AGT_00015,2022-11-02,354.67,0.7672,SENT,
QUO_0000000192,CUST_00000315,PROD_AUTO_STANDARD,CH_MOBILE,,2023-11-19,762.07,0.9106,SENT,
QUO_0000000193,CUST_00000316,PROD_HEALTH_PREMIUM,CH_MOBILE,,2026-06-16,1570.11,0.9412,EXPIRED,
QUO_0000000194,CUST_00000317,PROD_HOME_BASIC,CH_EMAIL,,2025-12-09,332.34,1.0968,EXPIRED,
QUO_0000000195,CUST_00000319,PROD_AUTO_BASIC,CH_EMAIL,,2025-10-06,596.97,0.9471,EXPIRED,
QUO_0000000196,CUST_00000320,PROD_HEALTH_STANDARD,CH_EMAIL,,2025-11-03,973.16,0.9441,SENT,
QUO_0000000197,CUST_00000321,PROD_HEALTH_PREMIUM,CH_CALL_CENTER,AGT_00016,2022-04-12,1525.05,1.2141,DECLINED,
QUO_0000000198,CUST_00000322,PROD_TRAVEL_STANDARD,CH_EMAIL,,2024-05-04,149.56,1.1557,DECLINED,
QUO_0000000199,CUST_00000325,PROD_LIFE_STANDARD,CH_EMAIL,,2023-02-11,478.88,0.9088,DECLINED,
QUO_0000000200,CUST_00000328,PROD_LIFE_BASIC,CH_EMAIL,,2026-04-03,235.21,0.8125,SENT,
QUO_0000000201,CUST_00000329,PROD_HEALTH_PREMIUM,CH_EMAIL,,2021-02-13,1585.52,1.0251,ACCEPTED,
QUO_0000000202,CUST_00000330,PROD_AUTO_PREMIUM,CH_EMAIL,,2024-11-23,1301.64,0.9441,SENT,
QUO_0000000203,CUST_00000331,PROD_AUTO_PREMIUM,CH_EMAIL,,2024-07-20,1103.43,1.2126,DECLINED,
QUO_0000000204,CUST_00000336,PROD_AUTO_STANDARD,CH_MOBILE,,2022-01-29,873.82,0.9945,DECLINED,
QUO_0000000205,CUST_00000337,PROD_AUTO_PREMIUM,CH_MOBILE,,2022-03-11,1117.93,0.9604,DECLINED,
QUO_0000000206,CUST_00000339,PROD_PET_STANDARD,CH_MOBILE,,2026-02-09,365.27,0.7531,SENT,
QUO_0000000207,CUST_00000340,PROD_LIFE_PREMIUM,CH_MOBILE,,2023-07-08,843.51,0.9577,DECLINED,
QUO_0000000208,CUST_00000344,PROD_AUTO_PREMIUM,CH_MOBILE,,2023-03-18,1083.4,1.1245,DECLINED,
QUO_0000000209,CUST_00000346,PROD_HEALTH_STANDARD,CH_MOBILE,,2025-12-07,1133.79,1.0039,SENT,
QUO_0000000210,CUST_00000347,PROD_HOME_PREMIUM,CH_MOBILE,,2025-10-08,776.22,1.0568,SENT,
QUO_0000000211,CUST_00000350,PROD_HEALTH_STANDARD,CH_EMAIL,,2025-06-18,1105.62,0.9831,EXPIRED,
QUO_0000000212,CUST_00000351,PROD_LIFE_STANDARD,CH_EMAIL,,2024-06-13,403.27,1.1493,SENT,
QUO_0000000213,CUST_00000352,PROD_AUTO_STANDARD,CH_MOBILE,,2021-07-06,850.21,0.8315,SENT,
