campaign_contact_id,campaign_id,customer_id,policy_id,channel_id,campaign_type,campaign_name,contact_datetime,contact_year,opened_flag,clicked_flag,responded_flag,converted_flag,offer_id
CMPCT_00000000013,CMP_2023_UPSELL,CUST_00000004,POL_000000004,CH_EMAIL,UPSELL,Upsell France 2023,2023-08-22T09:00:00+00:00,2023,true,false,false,false,OFF_UPSELL_2023
CMPCT_00000000014,CMP_2024_RENEWAL,CUST_00000004,POL_000000004,CH_EMAIL,RENEWAL,Renewal France 2024,2024-04-19T19:00:00+00:00,2024,true,false,false,false,OFF_RENEWAL_2024
CMPCT_00000000015,CMP_2025_CROSS_SELL,CUST_00000004,POL_000000005,CH_EMAIL,CROSS_SELL,Cross_Sell France 2025,2025-03-26T13:00:00+00:00,2025,false,false,false,false,OFF_CROSS_SELL_2025
CMPCT_00000000016,CMP_2026_UPSELL,CUST_00000004,POL_000000005,CH_EMAIL,UPSELL,Upsell France 2026,2026-07-05T08:00:00+00:00,2026,false,false,false,false,OFF_UPSELL_2026
CMPCT_00000000017,CMP_2023_CROSS_SELL,CUST_00000005,POL_000000006,CH_EMAIL,CROSS_SELL,Cross_Sell France 2023,2023-12-19T18:00:00+00:00,2023,false,false,false,false,OFF_CROSS_SELL_2023
CMPCT_00000000018,CMP_2024_UPSELL,CUST_00000005,POL_000000006,CH_EMAIL,UPSELL,Upsell France 2024,2024-06-01T16:00:00+00:00,2024,true,false,false,false,OFF_UPSELL_2024
CMPCT_00000000019,CMP_2025_RENEWAL,CUST_00000005,POL_000000006,CH_EMAIL,RENEWAL,Renewal France 2025,2025-04-06T13:00:00+00:00,2025,true,false,false,false,OFF_RENEWAL_2025
CMPCT_00000000020,CMP_2026_RETENTION,CUST_00000005,POL_000000006,CH_EMAIL,RETENTION,Retention France 2026,2026-04-06T16:00:00+00:00,2026,true,false,false,false,OFF_RETENTION_2026
CMPCT_00000000021,CMP_2020_CROSS_SELL,CUST_00000006,POL_000000007,CH_EMAIL,CROSS_SELL,Cross_Sell France 2020,2020-08-13T12:00:00+00:00,2020,true,true,false,false,OFF_CROSS_SELL_2020
CMPCT_00000000022,CMP_2021_CROSS_SELL,CUST_00000006,POL_000000008,CH_EMAIL,CROSS_SELL,Cross_Sell France 2021,2021-06-05T14:00:00+00:00,2021,false,false,false,false,OFF_CROSS_SELL_2021
CMPCT_00000000023,CMP_2022_RENEWAL,CUST_00000006,POL_000000009,CH_EMAIL,RENEWAL,Renewal France 2022,2022-08-23T18:00:00+00:00,2022,true,false,false,false,OFF_RENEWAL_2022
CMPCT_00000000024,CMP_2024_RENEWAL,CUST_00000006,POL_000000009,CH_EMAIL,RENEWAL,Renewal France 2024,2024-09-12T13:00:00+00:00,2024,true,true,true,true,OFF_RENEWAL_2024
CMPCT_00000000025,CMP_2025_RETENTION,CUST_00000006,POL_000000007,CH_EMAIL,RETENTION,Retention France 2025,2025-06-02T11:00:00+00:00,2025,true,true,false,false,OFF_RETENTION_2025
CMPCT_00000000026,CMP_2026_RENEWAL,CUST_00000006,POL_000000007,CH_EMAIL,RENEWAL,Renewal France 2026,2026-02-07T11:00:00+00:00,2026,true,true,true,true,OFF_RENEWAL_2026
CMPCT_00000000027,CMP_2026_RENEWAL,CUST_00000007,POL_000000010,CH_EMAIL,RENEWAL,Renewal France 2026,2026-01-05T12:00:00+00:00,2026,true,true,true,true,OFF_RENEWAL_2026
CMPCT_00000000028,CMP_2024_UPSELL,CUST_00000008,POL_000000011,CH_EMAIL,UPSELL,Upsell France 2024,2024-09-18T12:00:00+00:00,2024,false,false,false,false,OFF_UPSELL_2024
CMPCT_00000000029,CMP_2021_UPSELL,CUST_00000009,POL_000000012,CH_EMAIL,UPSELL,Upsell France 2021,2021-12-13T08:00:00+00:00,2021,true,false,false,false,OFF_UPSELL_2021
CMPCT_00000000030,CMP_2023_RENEWAL,CUST_00000009,POL_000000012,CH_EMAIL,RENEWAL,Renewal France 2023,2023-12-24T08:00:00+00:00,2023,true,false,false,false,OFF_RENEWAL_2023
CMPCT_00000000031,CMP_2025_RENEWAL,CUST_00000009,POL_000000012,CH_EMAIL,RENEWAL,Renewal France 2025,2025-01-03T14:00:00+00:00,2025,true,true,true,false,OFF_RENEWAL_2025
CMPCT_00000000032,CMP_2026_UPSELL,CUST_00000010,POL_000000013,CH_EMAIL,UPSELL,Upsell France 2026,2026-05-16T09:00:00+00:00,2026,true,false,false,false,OFF_UPSELL_2026
CMPCT_00000000033,CMP_2021_RETENTION,CUST_00000011,POL_000000014,CH_EMAIL,RETENTION,Retention France 2021,2021-02-03T13:00:00+00:00,2021,true,false,false,false,OFF_RETENTION_2021
CMPCT_00000000034,CMP_2023_UPSELL,CUST_00000011,POL_000000014,CH_EMAIL,UPSELL,Upsell France 2023,2023-12-11T16:00:00+00:00,2023,false,false,false,false,OFF_UPSELL_2023
CMPCT_00000000035,CMP_2025_RETENTION,CUST_00000011,POL_000000014,CH_EMAIL,RETENTION,Retention France 2025,2025-07-03T15:00:00+00:00,2025,true,false,false,false,OFF_RETENTION_2025
CMPCT_00000000036,CMP_2023_UPSELL,CUST_00000012,POL_000000017,CH_EMAIL,UPSELL,Upsell France 2023,2023-06-14T15:00:00+00:00,2023,false,false,false,false,OFF_UPSELL_2023
CMPCT_00000000037,CMP_2024_UPSELL,CUST_00000012,POL_000000016,CH_EMAIL,UPSELL,Upsell France 2024,2024-12-16T12:00:00+00:00,2024,true,false,false,false,OFF_UPSELL_2024
CMPCT_00000000038,CMP_2025_RENEWAL,CUST_00000012,POL_000000017,CH_EMAIL,RENEWAL,Renewal France 2025,2025-04-09T13:00:00+00:00,2025,true,true,true,false,OFF_RENEWAL_2025
CMPCT_00000000039,CMP_2026_CROSS_SELL,CUST_00000012,POL_000000017,CH_EMAIL,CROSS_SELL,Cross_Sell France 2026,2026-07-07T13:00:00+00:00,2026,true,false,false,false,OFF_CROSS_SELL_2026
CMPCT_00000000040,CMP_2020_CROSS_SELL,CUST_00000013,POL_000000018,CH_EMAIL,CROSS_SELL,Cross_Sell France 2020,2020-12-02T15:00:00+00:00,2020,false,false,false,false,OFF_CROSS_SELL_2020
CMPCT_00000000041,CMP_2022_RETENTION,CUST_00000013,POL_000000019,CH_EMAIL,RETENTION,Retention France 2022,2022-01-05T17:00:00+00:00,2022,true,false,false,false,OFF_RETENTION_2022
CMPCT_00000000042,CMP_2023_CROSS_SELL,CUST_00000013,POL_000000019,CH_EMAIL,CROSS_SELL,Cross_Sell France 2023,2023-05-14T12:00:00+00:00,2023,true,true,true,false,OFF_CROSS_SELL_2023
CMPCT_00000000043,CMP_2024_UPSELL,CUST_00000013,POL_000000018,CH_EMAIL,UPSELL,Upsell France 2024,2024-11-16T13:00:00+00:00,2024,true,false,false,false,OFF_UPSELL_2024
CMPCT_00000000044,CMP_2025_CROSS_SELL,CUST_00000013,POL_000000018,CH_EMAIL,CROSS_SELL,Cross_Sell France 2025,2025-02-23T15:00:00+00:00,2025,true,false,false,false,OFF_CROSS_SELL_2025
CMPCT_00000000045,CMP_2026_RENEWAL,CUST_00000014,POL_000000020,CH_EMAIL,RENEWAL,Renewal France 2026,2026-10-09T16:00:00+00:00,2026,true,false,false,false,OFF_RENEWAL_2026
CMPCT_00000000046,CMP_2026_RENEWAL,CUST_00000015,POL_000000021,CH_EMAIL,RENEWAL,Renewal France 2026,2026-03-05T10:00:00+00:00,2026,false,false,false,false,OFF_RENEWAL_2026
CMPCT_00000000047,CMP_2023_RENEWAL,CUST_00000016,POL_000000022,CH_EMAIL,RENEWAL,Renewal France 2023,2023-12-08T13:00:00+00:00,2023,false,false,false,false,OFF_RENEWAL_2023
CMPCT_00000000048,CMP_2024_RENEWAL,CUST_00000016,POL_000000022,CH_EMAIL,RENEWAL,Renewal France 2024,2024-05-07T09:00:00+00:00,2024,false,false,false,false,OFF_RENEWAL_2024
CMPCT_00000000049,CMP_2025_RENEWAL,CUST_00000016,POL_000000022,CH_EMAIL,RENEWAL,Renewal France 2025,2025-05-01T14:00:00+00:00,2025,false,false,false,false,OFF_RENEWAL_2025
CMPCT_00000000050,CMP_2026_RENEWAL,CUST_00000016,POL_000000022,CH_EMAIL,RENEWAL,Renewal France 2026,2026-01-19T08:00:00+00:00,2026,true,true,false,false,OFF_RENEWAL_2026
CMPCT_00000000051,CMP_2021_RETENTION,CUST_00000017,POL_000000023,CH_EMAIL,RETENTION,Retention France 2021,2021-06-09T17:00:00+00:00,2021,true,false,false,false,OFF_RETENTION_2021
CMPCT_00000000052,CMP_2022_CROSS_SELL,CUST_00000017,POL_000000023,CH_EMAIL,CROSS_SELL,Cross_Sell France 2022,2022-03-09T12:00:00+00:00,2022,false,false,false,false,OFF_CROSS_SELL_2022
CMPCT_00000000053,CMP_2023_UPSELL,CUST_00000017,POL_000000023,CH_EMAIL,UPSELL,Upsell France 2023,2023-11-23T19:00:00+00:00,2023,true,false,false,false,OFF_UPSELL_2023
CMPCT_00000000054,CMP_2025_CROSS_SELL,CUST_00000017,POL_000000023,CH_EMAIL,CROSS_SELL,Cross_Sell France 2025,2025-08-16T10:00:00+00:00,2025,false,false,false,false,OFF_CROSS_SELL_2025
CMPCT_00000000055,CMP_2026_RENEWAL,CUST_00000017,POL_000000023,CH_EMAIL,RENEWAL,Renewal France 2026,2026-09-08T10:00:00+00:00,2026,true,false,false,false,OFF_RENEWAL_2026
CMPCT_00000000056,CMP_2024_CROSS_SELL,CUST_00000019,POL_000000025,CH_EMAIL,CROSS_SELL,Cross_Sell France 2024,2024-10-12T09:00:00+00:00,2024,false,false,false,false,OFF_CROSS_SELL_2024
CMPCT_00000000057,CMP_2025_RETENTION,CUST_00000019,POL_000000025,CH_EMAIL,RETENTION,Retention France 2025,2025-07-12T17:00:00+00:00,2025,false,false,false,false,OFF_RETENTION_2025
CMPCT_00000000058,CMP_2026_RENEWAL,CUST_00000019,POL_000000026,CH_EMAIL,RENEWAL,Renewal France 2026,2026-02-07T16:00:00+00:00,2026,false,false,false,false,OFF_RENEWAL_2026
CMPCT_00000000059,CMP_2021_CROSS_SELL,CUST_00000020,POL_000000028,CH_EMAIL,CROSS_SELL,Cross_Sell France 2021,2021-12-05T17:00:00+00:00,2021,true,false,false,false,OFF_CROSS_SELL_2021
CMPCT_00000000060,CMP_2022_RETENTION,CUST_00000020,POL_000000027,CH_EMAIL,RETENTION,Retention France 2022,2022-04-25T16:00:00+00:00,2022,false,false,false,false,OFF_RETENTION_2022
CMPCT_00000000061,CMP_2023_UPSELL,CUST_00000020,POL_000000027,CH_EMAIL,UPSELL,Upsell France 2023,2023-11-25T08:00:00+00:00,2023,true,false,false,false,OFF_UPSELL_2023
CMPCT_00000000062,CMP_2025_RETENTION,CUST_00000020,POL_000000027,CH_EMAIL,RETENTION,Retention France 2025,2025-10-20T14:00:00+00:00,2025,true,false,false,false,OFF_RETENTION_2025
CMPCT_00000000063,CMP_2025_RENEWAL,CUST_00000021,POL_000000029,CH_EMAIL,RENEWAL,Renewal France 2025,2025-09-16T14:00:00+00:00,2025,true,true,false,false,OFF_RENEWAL_2025
CMPCT_00000000064,CMP_2026_RENEWAL,CUST_00000021,POL_000000029,CH_EMAIL,RENEWAL,Renewal France 2026,2026-02-18T10:00:00+00:00,2026,true,false,false,false,OFF_RENEWAL_2026
CMPCT_00000000065,CMP_2025_RETENTION,CUST_00000022,POL_000000030,CH_EMAIL,RETENTION,Retention France 2025,2025-04-14T11:00:00+00:00,2025,false,false,false,false,OFF_RETENTION_2025
CMPCT_00000000066,CMP_2026_RETENTION,CUST_00000022,POL_000000030,CH_EMAIL,RETENTION,Retention France 2026,2026-05-04T08:00:00+00:00,2026,true,false,false,false,OFF_RETENTION_2026
CMPCT_00000000067,CMP_2023_RENEWAL,CUST_00000023,POL_000000031,CH_EMAIL,RENEWAL,Renewal France 2023,2023-08-09T10:00:00+00:00,2023,true,false,false,false,OFF_RENEWAL_2023
CMPCT_00000000068,CMP_2024_RENEWAL,CUST_00000023,POL_000000031,CH_EMAIL,RENEWAL,Renewal France 2024,2024-12-26T12:00:00+00:00,2024,true,true,false,false,OFF_RENEWAL_2024
CMPCT_00000000069,CMP_2026_CROSS_SELL,CUST_00000023,POL_000000032,CH_EMAIL,CROSS_SELL,Cross_Sell France 2026,2026-12-15T09:00:00+00:00,2026,false,false,false,false,OFF_CROSS_SELL_2026
CMPCT_00000000070,CMP_2021_UPSELL,CUST_00000024,POL_000000033,CH_EMAIL,UPSELL,Upsell France 2021,2021-10-11T16:00:00+00:00,2021,true,false,false,false,OFF_UPSELL_2021
CMPCT_00000000071,CMP_2022_RETENTION,CUST_00000024,POL_000000034,CH_EMAIL,RETENTION,Retention France 2022,2022-12-10T16:00:00+00:00,2022,true,false,false,false,OFF_RETENTION_2022
CMPCT_00000000072,CMP_2023_CROSS_SELL,CUST_00000024,POL_000000033,CH_EMAIL,CROSS_SELL,Cross_Sell France 2023,2023-05-14T18:00:00+00:00,2023,true,false,false,false,OFF_CROSS_SELL_2023
CMPCT_00000000073,CMP_2025_RENEWAL,CUST_00000024,POL_000000034,CH_EMAIL,RENEWAL,Renewal France 2025,2025-05-25T14:00:00+00:00,2025,true,true,false,false,OFF_RENEWAL_2025
CMPCT_00000000074,CMP_2026_CROSS_SELL,CUST_00000024,POL_000000034,CH_EMAIL,CROSS_SELL,Cross_Sell France 2026,2026-05-22T17:00:00+00:00,2026,false,false,false,false,OFF_CROSS_SELL_2026
CMPCT_00000000075,CMP_2024_CROSS_SELL,CUST_00000025,POL_000000036,CH_EMAIL,CROSS_SELL,Cross_Sell France 2024,2024-05-04T12:00:00+00:00,2024,true,false,false,false,OFF_CROSS_SELL_2024
CMPCT_00000000076,CMP_2025_RENEWAL,CUST_00000025,POL_000000036,CH_EMAIL,RENEWAL,Renewal France 2025,2025-09-03T12:00:00+00:00,2025,false,false,false,false,OFF_RENEWAL_2025
CMPCT_00000000077,CMP_2022_RENEWAL,CUST_00000026,POL_000000038,CH_EMAIL,RENEWAL,Renewal France 2022,2022-03-10T16:00:00+00:00,2022,true,false,false,false,OFF_RENEWAL_2022
CMPCT_00000000078,CMP_2023_RENEWAL,CUST_00000026,POL_000000038,CH_EMAIL,RENEWAL,Renewal France 2023,2023-01-02T10:00:00+00:00,2023,true,false,false,false,OFF_RENEWAL_2023
CMPCT_00000000079,CMP_2024_RETENTION,CUST_00000026,POL_000000037,CH_EMAIL,RETENTION,Retention France 2024,2024-05-13T12:00:00+00:00,2024,true,false,false,false,OFF_RETENTION_2024
CMPCT_00000000080,CMP_2025_UPSELL,CUST_00000026,POL_000000038,CH_EMAIL,UPSELL,Upsell France 2025,2025-06-02T14:00:00+00:00,2025,true,false,false,false,OFF_UPSELL_2025
CMPCT_00000000081,CMP_2026_RETENTION,CUST_00000026,POL_000000037,CH_EMAIL,RETENTION,Retention France 2026,2026-06-05T10:00:00+00:00,2026,false,false,false,false,OFF_RETENTION_2026
CMPCT_00000000082,CMP_2024_CROSS_SELL,CUST_00000027,POL_000000039,CH_EMAIL,CROSS_SELL,Cross_Sell France 2024,2024-03-21T17:00:00+00:00,2024,true,false,false,false,OFF_CROSS_SELL_2024
CMPCT_00000000083,CMP_2026_CROSS_SELL,CUST_00000027,POL_000000039,CH_EMAIL,CROSS_SELL,Cross_Sell France 2026,2026-04-09T10:00:00+00:00,2026,true,false,false,false,OFF_CROSS_SELL_2026
CMPCT_00000000084,CMP_2023_RENEWAL,CUST_00000028,POL_000000040,CH_EMAIL,RENEWAL,Renewal France 2023,2023-01-13T13:00:00+00:00,2023,true,true,true,true,OFF_RENEWAL_2023
CMPCT_00000000085,CMP_2025_CROSS_SELL,CUST_00000028,POL_000000040,CH_EMAIL,CROSS_SELL,Cross_Sell France 2025,2025-11-10T08:00:00+00:00,2025,false,false,false,false,OFF_CROSS_SELL_2025
CMPCT_00000000086,CMP_2026_CROSS_SELL,CUST_00000028,POL_000000040,CH_EMAIL,CROSS_SELL,Cross_Sell France 2026,2026-09-22T12:00:00+00:00,2026,true,true,false,false,OFF_CROSS_SELL_2026
CMPCT_00000000087,CMP_2024_RENEWAL,CUST_00000029,POL_000000042,CH_EMAIL,RENEWAL,Renewal France 2024,2024-11-25T09:00:00+00:00,2024,true,true,true,false,OFF_RENEWAL_2024
CMPCT_00000000088,CMP_2025_CROSS_SELL,CUST_00000029,POL_000000042,CH_EMAIL,CROSS_SELL,Cross_Sell France 2025,2025-09-05T17:00:00+00:00,2025,false,false,false,false,OFF_CROSS_SELL_2025
CMPCT_00000000089,CMP_2025_CROSS_SELL,CUST_00000030,POL_000000043,CH_EMAIL,CROSS_SELL,Cross_Sell France 2025,2025-10-07T16:00:00+00:00,2025,true,false,false,false,OFF_CROSS_SELL_2025
CMPCT_00000000090,CMP_2024_RETENTION,CUST_00000031,POL_000000044,CH_EMAIL,RETENTION,Retention France 2024,2024-11-25T08:00:00+00:00,2024,true,false,false,false,OFF_RETENTION_2024
CMPCT_00000000091,CMP_2025_RENEWAL,CUST_00000031,POL_000000044,CH_EMAIL,RENEWAL,Renewal France 2025,2025-04-02T08:00:00+00:00,2025,true,false,false,false,OFF_RENEWAL_2025
CMPCT_00000000092,CMP_2026_CROSS_SELL,CUST_00000031,POL_000000044,CH_EMAIL,CROSS_SELL,Cross_Sell France 2026,2026-11-24T14:00:00+00:00,2026,false,false,false,false,OFF_CROSS_SELL_2026
CMPCT_00000000093,CMP_2025_RENEWAL,CUST_00000034,POL_000000052,CH_EMAIL,RENEWAL,Renewal France 2025,2025-07-21T11:00:00+00:00,2025,false,false,false,false,OFF_RENEWAL_2025
CMPCT_00000000094,CMP_2026_RENEWAL,CUST_00000034,POL_000000052,CH_EMAIL,RENEWAL,Renewal France 2026,2026-02-16T13:00:00+00:00,2026,false,false,false,false,OFF_RENEWAL_2026
CMPCT_00000000095,CMP_2021_RETENTION,CUST_00000035,POL_000000053,CH_EMAIL,RETENTION,Retention France 2021,2021-04-26T12:00:00+00:00,2021,false,false,false,false,OFF_RETENTION_2021
CMPCT_00000000096,CMP_2023_RETENTION,CUST_00000035,POL_000000053,CH_EMAIL,RETENTION,Retention France 2023,2023-01-04T08:00:00+00:00,2023,true,false,false,false,OFF_RETENTION_2023
CMPCT_00000000097,CMP_2025_CROSS_SELL,CUST_00000035,POL_000000053,CH_EMAIL,CROSS_SELL,Cross_Sell France 2025,2025-04-23T10:00:00+00:00,2025,true,false,false,false,OFF_CROSS_SELL_2025
CMPCT_00000000098,CMP_2024_RETENTION,CUST_00000036,POL_000000055,CH_EMAIL,RETENTION,Retention France 2024,2024-02-06T19:00:00+00:00,2024,true,true,true,false,OFF_RETENTION_2024
CMPCT_00000000099,CMP_2025_CROSS_SELL,CUST_00000036,POL_000000054,CH_EMAIL,CROSS_SELL,Cross_Sell France 2025,2025-03-09T12:00:00+00:00,2025,true,false,false,false,OFF_CROSS_SELL_2025
CMPCT_00000000100,CMP_2026_RETENTION,CUST_00000036,POL_000000054,CH_EMAIL,RETENTION,Retention France 2026,2026-07-18T15:00:00+00:00,2026,false,false,false,false,OFF_RETENTION_2026
CMPCT_00000000101,CMP_2022_RENEWAL,CUST_00000037,POL_000000057,CH_EMAIL,RENEWAL,Renewal France 2022,2022-06-16T19:00:00+00:00,2022,true,false,false,false,OFF_RENEWAL_2022
CMPCT_00000000102,CMP_2023_RETENTION,CUST_00000037,POL_000000057,CH_EMAIL,RETENTION,Retention France 2023,2023-02-09T14:00:00+00:00,2023,false,false,false,false,OFF_RETENTION_2023
CMPCT_00000000103,CMP_2024_CROSS_SELL,CUST_00000037,POL_000000057,CH_EMAIL,CROSS_SELL,Cross_Sell France 2024,2024-06-23T19:00:00+00:00,2024,true,false,false,false,OFF_CROSS_SELL_2024
CMPCT_00000000104,CMP_2025_RENEWAL,CUST_00000037,POL_000000057,CH_EMAIL,RENEWAL,Renewal France 2025,2025-05-15T16:00:00+00:00,2025,false,false,false,false,OFF_RENEWAL_2025
CMPCT_00000000105,CMP_2025_RETENTION,CUST_00000038,POL_000000058,CH_EMAIL,RETENTION,Retention France 2025,2025-07-11T17:00:00+00:00,2025,false,false,false,false,OFF_RETENTION_2025
CMPCT_00000000106,CMP_2021_RETENTION,CUST_00000039,POL_000000060,CH_EMAIL,RETENTION,Retention France 2021,2021-02-17T13:00:00+00:00,2021,false,false,false,false,OFF_RETENTION_2021
CMPCT_00000000107,CMP_2022_RETENTION,CUST_00000039,POL_000000059,CH_EMAIL,RETENTION,Retention France 2022,2022-04-09T11:00:00+00:00,2022,true,false,false,false,OFF_RETENTION_2022
CMPCT_00000000108,CMP_2023_RETENTION,CUST_00000039,POL_000000060,CH_EMAIL,RETENTION,Retention France 2023,2023-11-08T16:00:00+00:00,2023,true,false,false,false,OFF_RETENTION_2023
CMPCT_00000000109,CMP_2024_CROSS_SELL,CUST_00000039,POL_000000060,CH_EMAIL,CROSS_SELL,Cross_Sell France 2024,2024-03-14T09:00:00+00:00,2024,false,false,false,false,OFF_CROSS_SELL_2024
CMPCT_00000000110,CMP_2025_RENEWAL,CUST_00000039,POL_000000060,CH_EMAIL,RENEWAL,Renewal France 2025,2025-05-12T09:00:00+00:00,2025,false,false,false,false,OFF_RENEWAL_2025
CMPCT_00000000111,CMP_2026_CROSS_SELL,CUST_00000039,POL_000000059,CH_EMAIL,CROSS_SELL,Cross_Sell France 2026,2026-09-06T17:00:00+00:00,2026,false,false,false,false,OFF_CROSS_SELL_2026
CMPCT_00000000112,CMP_2024_UPSELL,CUST_00000040,POL_000000064,CH_EMAIL,UPSELL,Upsell France 2024,2024-01-06T08:00:00+00:00,2024,true,false,false,false,OFF_UPSELL_2024
CMPCT_00000000113,CMP_2025_RETENTION,CUST_00000040,POL_000000063,CH_EMAIL,RETENTION,Retention France 2025,2025-02-14T08:00:00+00:00,2025,true,false,false,false,OFF_RETENTION_2025
CMPCT_00000000114,CMP_2026_CROSS_SELL,CUST_00000040,POL_000000062,CH_EMAIL,CROSS_SELL,Cross_Sell France 2026,2026-09-03T11:00:00+00:00,2026,true,false,false,false,OFF_CROSS_SELL_2026
CMPCT_00000000115,CMP_2021_UPSELL,CUST_00000042,POL_000000068,CH_EMAIL,UPSELL,Upsell France 2021,2021-12-04T17:00:00+00:00,2021,false,false,false,false,OFF_UPSELL_2021
CMPCT_00000000116,CMP_2023_UPSELL,CUST_00000042,POL_000000066,CH_EMAIL,UPSELL,Upsell France 2023,2023-12-16T13:00:00+00:00,2023,false,false,false,false,OFF_UPSELL_2023
CMPCT_00000000117,CMP_2024_UPSELL,CUST_00000042,POL_000000067,CH_EMAIL,UPSELL,Upsell France 2024,2024-01-03T13:00:00+00:00,2024,true,false,false,false,OFF_UPSELL_2024
CMPCT_00000000118,CMP_2025_CROSS_SELL,CUST_00000042,POL_000000068,CH_EMAIL,CROSS_SELL,Cross_Sell France 2025,2025-06-22T16:00:00+00:00,2025,false,false,false,false,OFF_CROSS_SELL_2025
CMPCT_00000000119,CMP_2026_UPSELL,CUST_00000042,POL_000000066,CH_EMAIL,UPSELL,Upsell France 2026,2026-06-18T18:00:00+00:00,2026,false,false,false,false,OFF_UPSELL_2026
CMPCT_00000000120,CMP_2025_UPSELL,CUST_00000044,POL_000000072,CH_EMAIL,UPSELL,Upsell France 2025,2025-06-24T14:00:00+00:00,2025,false,false,false,false,OFF_UPSELL_2025
CMPCT_00000000121,CMP_2022_CROSS_SELL,CUST_00000045,POL_000000074,CH_EMAIL,CROSS_SELL,Cross_Sell France 2022,2022-05-23T18:00:00+00:00,2022,true,true,true,false,OFF_CROSS_SELL_2022
CMPCT_00000000122,CMP_2023_RETENTION,CUST_00000045,POL_000000074,CH_EMAIL,RETENTION,Retention France 2023,2023-10-01T16:00:00+00:00,2023,true,false,false,false,OFF_RETENTION_2023
CMPCT_00000000123,CMP_2024_RENEWAL,CUST_00000045,POL_000000074,CH_EMAIL,RENEWAL,Renewal France 2024,2024-02-14T17:00:00+00:00,2024,true,false,false,false,OFF_RENEWAL_2024
CMPCT_00000000124,CMP_2026_RENEWAL,CUST_00000045,POL_000000074,CH_EMAIL,RENEWAL,Renewal France 2026,2026-05-13T11:00:00+00:00,2026,true,true,false,false,OFF_RENEWAL_2026
CMPCT_00000000125,CMP_2025_RETENTION,CUST_00000046,POL_000000076,CH_EMAIL,RETENTION,Retention France 2025,2025-12-23T08:00:00+00:00,2025,true,false,false,false,OFF_RETENTION_2025
CMPCT_00000000126,CMP_2026_UPSELL,CUST_00000046,POL_000000075,CH_EMAIL,UPSELL,Upsell France 2026,2026-07-23T13:00:00+00:00,2026,false,false,false,false,OFF_UPSELL_2026
CMPCT_00000000127,CMP_2022_RENEWAL,CUST_00000047,POL_000000077,CH_EMAIL,RENEWAL,Renewal France 2022,2022-01-25T10:00:00+00:00,2022,true,false,false,false,OFF_RENEWAL_2022
CMPCT_00000000128,CMP_2023_CROSS_SELL,CUST_00000047,POL_000000077,CH_EMAIL,CROSS_SELL,Cross_Sell France 2023,2023-07-02T17:00:00+00:00,2023,false,false,false,false,OFF_CROSS_SELL_2023
